Name,Address,District,AGA Division,PS/MC/UC,,,,
JOURNEYATOR (PVT)LTD,"177,RA.DE MEL MAWATHA,COLOMBO 3",Colombo,Colombo,kaduwela Divisional Secretariat,,,,
SAFEWAY TRAVELS AND TOURS,"NO.228,GRANDPASS ROAD,COLOMBO 14",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CLIMAX LANKA TRAVELS AND TOURS (PVT) LTD,"NO.65/25A,SWARNADISI PLACE,KOSWATTE ROAD,NAWALA,RAJAGIRIYA.",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
INFINITY VACATIONS (PVT)LTD,"NO.3 1/1,OLD QUARRY ROAD,MOUNT LAVINIA.",Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,,,
THE SUNWAY TRAVELS AND LEISURE,"NO.8A,VAJIRA ROAD,BAMBALAPITIYA,COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
LULU HOLIDAYS (PVT) LTD,"NO.135E1/1,GALLE ROAD,DEHIWALA.",Colombo,Dehiwala-Mount Lavinia,Dehiattakandiya Divisional Secretariat,,,,
CEYLON IN STYLE (PVT)LTD,"NO.51/1,ALEXANDRA PLACE,COLOMBO 07",Colombo,Colombo,Colombo Divisional Secretariat,,,,
PREMIER DESTINATIONS (PVT) LTD,"NO.39A,10TH LANE,COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
HIGHWAY TRAVELER (PVT) LTD,"NO.17/B,2ND FLOOR,HORANA ROAD,BANDARAGAMA.",Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,,,,
CATAPULTT LANKA (PVT) LTD,"NO. 36/6 A, 2/1, PERAKUM MAWATHA, NAWALA ROAD, NUGEGODA",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
BLISS TRAVELS (PVT)LTD.,"NO.100/5,ROSMEAD PLACE,COLOMBO 07.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
INTRAVELS HOLIDAY (PVT) LTD,"NO.100/6,PALANGATHURE,KOCHCHIKADE.",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
CEILAO TOURS (PVT) LTD,"NO.18/A,INDRA MAWATHA,KALUBOWILA,DEHIWALA.",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
RATNALOKA PARADISE TOURS (PVT)LTD.,"KOSGALA,KAHANGAMA,RATNAPURA.",Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,,,,
NICO EXPLORERS (PVT) LTD,"NO.07,KOTHALAWELA GARDENS,COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ANCIENT LANKA TOURS & TRAVELS (PVT) LTD,"NO:530/8,12TH LANE,DAMINNAGAHAWATTA,KIMBULLAPITIYA",Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,,,,
C T S LANKA TOURS & COMMERCE (PVT) LTD,"NO.58/19,SCHOOL LANE,NAVALA,RAJAGIRIYA",Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,,,,
CEYLON DREAM TRAVELS.,"NO.248 E/1,NEELAMMAHARA,BORALESGAMUWA.",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
CEYLON FOOTPRINT HOLIDAYS (PVT) LTD,"NO.93/A,DEHIWALA ROAD,PEPILIYANA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BLUE LANKA TOURS (PVT) LTD,"NO:10 1/1, MISSION ROAD , KOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
CRUSADER SPORTS & LEISURE TOURS (PVT) LTD,"NO:136/5,KALALGODA,PANNIPITIYA",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
L S L ADVENTURE TOURS (PVT) LTD,"NO:534/13,4TH LANE,PRISON CAMP ROAD,DALUPOTHA.",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
MINOLTA TRAVELS & TOURS,"NO: 520, 2ND DIVISION, MARADANA, COLOMBO 10.",Colombo,Colombo,Maradana,,,,
SANKI LEISURE( PRIVET) LIMITED,"NO: 840/1/1, COLOMBO ROAD,KATUNAYAKE",Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,,,,
STERLING HOLIDAYS (PVT) LTD,"NO:03,SAMAGI MAWATHA,DANDOLLA WATTA,NITTAMBUWA",Gampaha,Gampaha,Attanagalla Divisional Secretariat,,,,
E TURISMO LANKA (PVT) LTD,"NO:177/D/1, AMBAGAHA JUNCTION,KOTHALAWALA,KADUWELA",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
YA TOURS,"NO:88/1,JUSTICE AKBAR MAWATHA,COLOMBO 02",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TOURMASTER LANKA INTERNATIONAL (PVT) LTD,"343/2, SCHOOL LANE, THIMBIRIGASKATUWA, NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
CEYTRANS (PVT) LTD,"NO.200, SAMANTHARA PARA, MOLLIGODAWATTE, WADDUWA",Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,,
VISIT SRI LANKA TOURS,"NO:14,GALLE ROAD,ALUTHGAMA",Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,,
ZENITH EXPEDITIONS (PVT) LTD.,"103B,POORVARMA MAWATHA,COLOMBO 5, SRI LNKA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
1 A SENIRA TRAVELS AND TOURS,"NO. 405 OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,,,,
ISAK TRAVELS,"NO. 507/4B, FINCO WATTA, WORK CAMP ROAD, DALUPOTHA, NEGAMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
FUTURE HORIZON (PVT) LTD,"1A,JAYANTHIPURA , MAIN ROAD, BATTARAMULLA",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
DANATA (PVT) LTD,"37 1/1, W.A.D. RAMANAYAKE MAWATHA, COLOMBO 02",Colombo,MC,Colombo Divisional Secretariat,,,,
UNIQUE HOLIDAYS,"NO; 234,A/1,SRI JAYAWARDANEPURA MAWATA,WELIKADA,RAJAGIRIYA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
JAQ LANKA HOLIDAYS (PVT)LTD,"NO. 93/18, MOSQUE LANE, PERIYAMULLA, NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
SIRI NATURE TOUR IN SRI LANKA,"NO.264/3/B, BATALANDA ROAD, MAKOLA SOUTH, MAKOLA.",Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,,,,
MEDICAL TOURISM (PVT) LTD,"NO.30/3/2, MAHARAGAMA ROAD, PILIYANDALA.",Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,,
TRAVEL COLOMBO,"NO.371/1,PARANA AMBALAMA,USWETAKEYYAWA.",Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
LETS SEE ASIA PVT LTD,"NO.4/1/1, 7TH LANE, PAMUNUWA ROAD, MAHARAGAMA.",Colombo,Mahara Pradeshiya Sabha,Maharagama Divisional Secretariat,,,,
GLOBAL ECONOMICAL MICRO ENTERPRISES DEVELOPMENT (PVT) LTD,"NO. 136, MAIN STREET, SAINTHAMARUTHU - 01",Ampara,Ampara,Ampara Divisional Secretariat,,,,
SPICELAND DESTINATIONS LANKA (PVT) LTD,"NO. 9 1/2 (2ND FLOOR), UPATISSA ROAD, COLOMBO 04.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
WAVES DESTINATIONS (PVT) LTD,"NO.73, AIR ARABIA BUILDING, H.K.DHARMADASA MAWATHA, COLOMBO 02",Colombo,Colombo,Colombo Divisional Secretariat,,,,
RED STONE (PRIVATE ) LIMITED,"3RD FLOOR, NO.399 1/3, GALLE ROAD, COLOMBO 04",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SRILAK TRAVELS AND TOURS,"104, MUHANDIRAM ROAD, COLOMBO 3.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
GABO TRAVELS OVERSEAS (PVT) LTD,"NO:11,BAGATALLE ROAD,COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
RED HUT TOURS AND TRAVELS (PVT) LTD,"NO:310/3/3,AIRTEL MARKET,MAIN ST,COLOMBO 11,SRI LANKA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
STAR CLUB (PVT) LTD,"NO.136B,STANLEY THILAKARATNE MAWATHA,NUGEGODA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
EASTGATE TRAVELLER,"NO.189, MAIN STREET- ODDAMAWADI",Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,,,,
EXCITING TRAVEL HOLIDAYS (PRIVATE) LIMITED,"NO. 27/1, LIYANAGE MAWATHA, NAWALA, RAJAGIRIYA",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
ZEN TOURS (PVT) LTD,"LEVEL 13/F, EAST TOWER, WORLD TRADE CENTER, COLOMBO 01",Colombo,Colombo,Colombo Divisional Secretariat,,,,
VALUE TRADE (PVT) LTD,"LEVEL 28, WEST TOWER, WORLD TRADE CENTER,ECHELON SQUARE,COLOMBO 01",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CDC TRAVELS (PVT) LTD,"69 A,SRI SARANANKARA ROAD,KALUBOWILA,DEHIWALA.",Colombo,Dehiwala-Mount Lavinia,Kalutara Divisional Secretariat,,,,
SERENDIPITY ESCAPES (PRIVATE) LIMITED,"23/6A.DHARMASHOKA MAWATHA,KANDY.",Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,,,,
EK TRAVELS AND TOURS,"NO : 35/5,NEW ROYAL GARDENS, MILL ROAD, NAGODA,KANDANA.",Gampaha,Gampaha,Ja-Ela Divisional Secretariat,,,,
FIGCO LANKA HOLIDAYS PVT. LTD,"923/4,CHILLAW ROAD,DALUWAKOTUWA,KOCHCHIKADE",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
LEISURE CREATIONS (PVT)LTD,"NO:3A,D.S.FONSEKA MAWATHA,COLOMBO 05.",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
NATURE EXPLORER LANKA (PVT)LTD,"NO 290,OREX CITY,EKALA,JA-ELA",Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,,,,
TRAVEL CALL (PVT) LTD,"NO 376/1/1 NEGOMBO ROAD, WATTALA",Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
VISTAS COLOMBO,"203A-1/2,HIGHLEVEL ROAD,COLOMBO-06",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MEILE TRAVELS LANKA (PVT)LTD,"NO 403/C/1/1,HENDALA,WATTALA",Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
SAFAA TRAVELS AND TOURS,"NO.41/1-2, BELMONT STREET, COLOMBO 12",Colombo,Colombo,Colombo Divisional Secretariat,,,,
THE TRAVEL LINE,"287,LAYARDS BROADWAY ROAD,COLOMBO 14.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AZAAR TRAVELS,"NO:163/2,S.W.R.D.BANDARANAYAKE MAWATHA,KANDY",Kandy,Kandy,GANGAWATA KORALAYA,,,,
"EBERT SILVA TOURING CO.,(PVT) LTD.","NO:11,MALWATTA ROAD,DEHIWALA.",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
ISLAND ADVENTURES (PVT) LTD,"NO 11,CASTLE LANE,COLOMBO 04.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AL-KASWA TRAVELS AND TOURS,"NO.09,COLOMBO ROAD,MADURANKULI.",Puttalam,Puttalam Pradeshiya Sabha,Mundalama Divisional Secretariat,,,,
SWISS LANKA REISEN (PRIVATE) LIMITED,"NO. 34, SRI SARANANKARA ROAD, WELIWATTHA, GALLE",Galle,Galle,Galle Divisional Secretariat,,,,
FERNANDO LANKA TRAVELS,"171/12/B, HALMULLA, WELLAMPITIYA",Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat,,,,
HAYLEYS TOURS (PVT) LTD,"400, DEANS ROAD, COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
THE TRIP SQUARE (PVT) LTD,"NO 34A, 1/1, 1ST FLOOR, JAMBUGASMULLA ROAD, NUGEGODA",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
ARABLANKA TOURS & TRAVELS,"NO 132/A, KAWDANA ROAD, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
GRAND HOLIDAYS LANKA (PVT) LTD,"NO 63, DEANSTON PLACE, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CHINA MANOR BUSINESS TRAVEL RECEPTION (PVT) LTD,"CINE CITY, NO 301A, MARADANA ROAD, COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
UPCOUNTRY TRAVEL & TOURS,"11/5, SAI AMARAWANSA MAWATHA, DANGOLLA ROAD, GATABE, KANDY",Kandy,Kandy,Gagawata,,,,
LAVINGO TRAVELS (PVT) LTD,"NO 164, KURUNEGALA ROAD, KATUGASTOTA, KANDY",Kandy,Kandy,Kandy Divisional Secretariat,,,,
ATYPIQUE LANKA (PVT) LTD,"15D, THANTHRI MAWATHA, ETHUL KOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
NOORUL AMANI HAJ UMRA TRAVELS,"NO 32,01ST FLOOR, MAIN STREET, ERAVUR 03",Batticaloa,Batticaloa,Eravur Pattu Divisional Secretariat,,,,
FUN HOLIDAYS (PVT) LTD,"271, STANLEY THILAKARATNE MW, NUGEGODA.",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
LANKA ORAYAN TRAVELS & TOURS (PVT) LTD,"113/B1/2, ABEYSEKARA ROAD, KAWDANA, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,,,,
L.K INTERNATIONAL (PVT) LTD,"29/A, ST ANNE'S ROAD, WATTALA",Gampaha,Gampaha,Gampaha Divisional Secretariat,,,,
T.C. HOLIDAYS (PVT) LTD,"108 A 1/1, MAYA AVENUE, COLOMBO 06",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ASIA TOURS AND EVENTS PRIVATE LIMITED,"NO 134/B/1, BANDARAGAMA ROAD, JAMBURALIYA, MADAPATHA.",Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,,
AL FAKHAMA HOLIDAYS,"NO 174, COLOMBO ROAD, UKWATTA, AVISSAWELLA",Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,,,,
COLORS AND ESSENCE OF LANKA (PVT) LTD,"NO 106, 2ND FLOOR,BERNARD BUSINESS PARK, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
BLUE DOT TOURS (PVT) LTD,"65A, HOTEL ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
TRAVEL WORLD EXPERIENCES LANKA (PVT) LTD,"14/4, PARK STREET, COLOMBO 02",Colombo,Colombo,Colombo Divisional Secretariat,,,,
REWARDS HOLIDAYS (PVT) LTD,"95/11, M.J.C. FERNANDO MAWATHA, IDAMA, MORATUWA.",Colombo,Moratuwa,Moratuwa Divisional Secretariat,,,,
CARLTON TOURS (PVT) LTD,"146/34, HAVELOCK ROAD, COLOMBO 05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
MAY FLOWER HOLIDAYS (PVT) LTD.,"NO.11, MOUNT AVENUE, MOUNT LAVINIA",Colombo,Colombo,Mount Lavinia,,,,
HYE LINK GLOBAL (PVT) LTD,"NO 406, 4TH FLOOR, MAJESTIC CITY, COLOMBO 4",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BAITHUL ATHEEQ HAJ TAVELS & TOURS,"97, GRAND MOSQUE ROAD, AKKARAIPATTU 05",Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,,,,
SAS HOLIDAYS (PVT) LTD,"NO 26, LEVEL 4, VAJIRA ROAD, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SILK WAY LANKA TRAVELS & TOURS (PVT) LTD,"NO;33/66, SUHADA MAWATHA, WEKADA, PANADURA",Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,,
INVITE HOLIDAYS (PVT) LTD,"NO. 15 A, BATTARAMULLA ROAD, ETHULKOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
ONEWORLD LEISURE MANAGEMENT (PVT) LTD,"NO. 279 - 1/1, R. A. DE MEL MAWATHA, KOLLUPITIYA, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
NETPEARL INTERNATIONAL (PRIVATE ) LIMITED,"NO:63, 2/3, KANDY ROAD, KIRIBATHGODA, KELANIYA",Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,,
HAPPY FRIENDS HOLIDAY INTERNATIONAL TRAVEL SERVICE (PVT) LTD,"NO:5B, VIDYALA ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,,,
AMC HOLIDAYS (PVT ) LTD,"NO 7/2-1, CHARLES TERRACE, ALFRED PLACE, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
THE TRAVEL CONCIERGE (PVT) LTD,"NO. 255/15B, TORRINGTON GARDENS, TORRINGTON AVENUE, COLOMBO 07",Colombo,Colombo,Colombo Divisional Secretariat,,,,
DREAM CEYLON TRAVELS & LEISURE (PVT) LTD,"331/5, HUNUPITIYA, NEW ROAD, DALUGAMA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
IKMAN TRAVELS (PVT) LTD,"105/3, GALA JUNCTION, KIRIBATHGODA, KELANIYA",Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,,
ISLAND HOLIDAYS & TRAVELS (PVT) LTD,"44A, LIONEL EDIRISINGHE MAWATHA, KIRULAPONE, COLOMBO 05",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SAVARI TRAVELS (PVT) LTD,"NO:82 3/1, GALLE ROAD, COLOMBO 04",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
REGENCY LEISURE SOLUTIONS (PVT) LTD,"2ND FLOOR, MCLAREN'S BUILDING, NO 123, BAUDDHALOKA MAWATHA, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
INROADS CEYLON (PVT) LTD,"2, LUMBINI AVENUE, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
YOULANKA TRAVELS (PVT)LTD,"NO.14,MOOR ROAD,WELLAWATTA,COLOMBO 06",Colombo,Colombo,Colombo Divisional Secretariat,,,,
HEAVENS TRAIL (PVT) LTD,"435/4,LONGDON HLL, OFF THIMBIRIGASYAYA ROAD, COLOMBO-05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SILK PATH (PVT) LTD,"NO 66,NORRIS CANEL ROAD, COLOMBO 10",Colombo,Colombo,Maradana,,,,
CREATIVETRAVELS . ASIA (PVT) LTD,"PUTTUR ROAD, VEMBIRAI, MEESALAI",Jaffna,Chavakachcheri,Jaffna Divisional Secretariat,,,,
VILASHA TRAVELS & TOURS (PVT) LTD,"NO 210B, LIYANAGEMULLA, SEEDUWA",Gampaha,Seeduwa,Negombo Divisional Secretariat,,,,
ARAB TRAVELS GLOBAL (PVT) LTD,"NO:277, 1ST DIVISION, MARADANA, COLOMBO 10",Colombo,MC,Colombo Divisional Secretariat,,,,
CROWN GLOBAL SERVICES (PVT) LTD,"28/4C, R.A.DE MEL MAWATHA, COLOMBO 04",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SUNS MART GROUP TRAVELS (PVT) LTD,"NO:132/2/8, HILL CITY COMPLEX, D.S. SENANAYAKE VEEDIYA, KANDY",Kandy,Pathahewaheta,Gagawata,,,,
GI TOURS,"BEGIN HILL ESTATE, HETTIPOLA ROAD, KARAGAHAGEDARA, KULIYAPITIYA",Kurunegala,Kuliyapitiya Pradeshiya Sabha,Kuliyapitiya East Divisional Secretariat,,,,
INSPIRE TRAVELS (PVT) LTD,"NO:282, LEVEL 1, LIBERTY ARCADE, R.A. DE MEL MAWATHA, COLOMBO 03",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
VALVAI TOURISM (PVT) LTD,"133, KANDY ROAD, JAFFNA",Jaffna,Jaffna,Jaffna Divisional Secretariat,,,,
DOUTCH MARK (PVT) LTD,"NO:475/A/1, COLOMBO ROAD, KADUWELA",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
WELANKA HOLIDAYS (PVT) LTD,"1A, 3/2, DHARMARAJA MAWATHA, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AMAZING WORLD TRAVEL (PVT) LTD,"552/01 B1/01 - E.W. PERERA MAWATHA, KOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
EXEMPLARY VOYAGES (PRIVATE) LIMITED,"NO 36, TEMPLE LANE, COLOMBO 03",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
MIRACLE DESTINATIONS (PVT) LTD,"20 A, SULAIMAN AVENUE, OFF JAWATTA ROAD, COLOMBO 05",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SHINKO LANKA TRAVELS,"NO:DV2/1/R, MANNING TOWN HOUSING, VICTORIA ROAD, COLOMBO 08",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SKY LINE TRAVELS (PVT) LTD,"NO 37, CATHOLIC CENTER, ST.ANNE'S STREET, KURUNEGALA",Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,,,,
MY FLIGHT ZONE (PVT) LTD,"NO:461, CHILAW ROAD, KATTUWA, NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
JURNIZON HOLDINGS (PVT) LTD,"220/12A/ 1, ST.FRANCIS LANE, DALUGAMA, KELANIYA.",Gampaha,Kelaniya Pradeshiya Sabha,Gampaha Divisional Secretariat,,,,
TRAVOLIC VENTURES (PVT) LTD,"NO:243/17, DAM STREET, COLOMBO12",Colombo,Colombo,Colombo Divisional Secretariat,,,,
THE EDUCATOR,"NO:03, 4TH FLOOR, DARMARAJA MAWATHA, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
F.I.T. TRAVELS (PVT) LTD,"NO 08, 2ND LANE, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
JOURNEYSCAPES TRAVELS (PVT) LTD,"NO 8, 2ND LANE, DEHIWELA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
AYUBO LEISURE (PVT) LTD,"NO:182, GALLE ROAD, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
GREEN LEAVES LEISURE (PVT) LTD,"NO 7A, SUMNER PLACE, COLOMBO 08",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
U TOUR HOLIDAYS (PVT) LTD,"NO. 52, SRI MARCUS FERNANDO MAWATHA, COLOMBO 07",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
EXOTIC ISLE TOURS,"NO:6/1, WATA MAWATHA, PILIYANDALA",Colombo,Colombo,Kesbewa Divisional Secretariat,,,,
GRACE VACATION TRAVEL (PRIVATE) LIMITED,"NO 74,THALAWATHUGODA ROAD,PITAKOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
NOORMADINA TRAVELS & TOURS (PVT) LTD,"NO. 120/4D, LEVEL 01, THAJ BUILDING, KANDY ROAD, THIHARIYA",Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,,
CREATIVE TRAVEL SOLUTIONS (PVT) LTD,"NO. 34 A, SHRUBBERY GARDENS, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
VANGUARD LANKA TOURS (PVT) LTD,"NO:29 1/1, RAYMOND ROAD, NUGEGODA",Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,,,,
AL MASHRIQ TOURS (PVT) LTD,"3, 1/1, MESSENGER STREET, COLOMBO 12",Colombo,Colombo,Colombo Divisional Secretariat,,,,
DOMINANT LEISURE (PVT) LTD,"NO 372/D, NAWALA ROAD, RAJAGIRIYA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SANBU SILILANKA,"NO 464,PULLUHENA,PAMUNUGAMA",Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
CEYLON REACH HOLIDAYS (PRIVATE ) LIMITED,"126/1, HIGH LEVEL ROAD, NUGEGODA",Colombo,Dehiwala-Mount Lavinia,Nugegoda Divisional Secretariat,,,,
8D SRILANKA,"86/8/1 CAPT. VIPULA SENEVIRATNE MW, THALWATTE, KANDY",Kandy,Kundasle,Kundasale Divisional Secretariat,,,,
VISHWA LANKA TOURS,"180/2, MAIN STREET , GANEMULLA",Gampaha,Gampaha,Gampaha Divisional Secretariat,,,,
PEARL ISLAND HOLIDAYS-SL,"NO. 665/A, STATION ROAD, WATTALA",Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,,,,
SPLENDTOURS (PVT) LTD,"210/V, PILIYANDALA ROAD, PALANWATTA, PANNIPITIYA",Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,,
DESTINLANKA TRAVELS,"261/1, NAWALA ROAD, NAWALA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CEYLON ACTIVE HOLIDAYS (PVT) LTD,"NO 9A 1/1, OLD QUARRY ROAD, MOUNT LAVINIA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
VISIT MY CITY TRAVELS (PVT) LTD,"""RNH HOUSE"" , NO. 622-B, KOTTE ROAD,KOTTE",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
JUNGLE FOWL,"41/5, D.S. FONSEKA MAWATHA, COLOMBO 05",Colombo,Colombo,Colombo Divisional Secretariat,,,,
I.A.M. LANKA (PVT) LTD,"NO. 19, DE VOS AVENUE, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CENTAURIA TRAVELS,"SANASA OREX CITY (SHOPPING MALL), BLOCK NO 114, EKALA, JAELA",Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,,,,
SCANDINAVIAN TRAVELS (PVT) LTD,"82 A , WARD PLACE, COLOMBO 07",Colombo,MC,Colombo Divisional Secretariat,,,,
LANKA NATURE TOURS & TRAVELS(PVT)LTD,"NO.409/A, KURUNEGALA ROAD, WATHUWELA, KATUGASTOTA, KANDY",Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,,,,
GARTON HOLIDAY'S (PVT) LTD,"NO.9/47, O6TH LANE, PAGODA ROAD, NUGEGODA",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
WELL COME HAJ TRAVELS,"PERIYAPALAM, MUTUR - 05",Trincomalee,Muttur Pradeshiya Sabha,Muttur Divisional Secretariat,,,,
MALWATTE LEISURE (PRIVATE) LIMITED,"NO 280.DAM STREET ,COLOMBO 12",Colombo,Colombo,Colombo Divisional Secretariat,,,,
